cnn_layer loss acc val_loss val_acc
inception
inception
inception 5.5141 0.1455 5.4602 0.1680
inception 5.4114 0.1698 5.3562 0.2539
inception 5.3153 0.1828 5.2596 0.2305
inception 5.2084 0.2164 5.1639 0.2266
inception 5.1088 0.2425 5.0511 0.2734
inception 4.9959 0.2743 4.9335 0.2891
inception 4.8764 0.2761 4.8534 0.2305
inception 4.7557 0.3265 4.7108 0.2773
inception 4.6205 0.3078 4.5884 0.2852
inception 4.5217 0.3377 4.4218 0.4180
inception 4.3704 0.3843 4.3488 0.3359
inception 4.2719 0.3713 4.3412 0.3555
inception 4.1707 0.4123 4.1998 0.3711
inception 4.0631 0.4590 4.0096 0.4570
inception 3.9178 0.4664 3.9307 0.4844
inception 3.8395 0.4683 3.9130 0.4258
inception 3.7713 0.4944 3.7699 0.4883
inception 3.6951 0.4963 3.6853 0.4609
inception 3.6219 0.5000 3.5962 0.5000
inception 3.5419 0.5131 3.5949 0.5000
inception 3.4181 0.5578 3.4529 0.5117
inception 3.3273 0.5616 3.5899 0.4727
inception 3.3091 0.5541 3.3549 0.5156
inception 3.2501 0.5709 3.4302 0.4805
inception 3.2648 0.5392 3.2517 0.5156
inception 3.1212 0.5690 3.2440 0.5312
inception 2.9984 0.6101 3.1397 0.5547
inception 3.0020 0.5765 3.1139 0.5508
inception 2.9244 0.5933 2.9987 0.5703
inception 2.9174 0.6007 2.9708 0.5312
inception 2.8201 0.6007 2.8754 0.6055
inception 2.7680 0.6325 2.9054 0.5391
inception 2.7229 0.6119 2.8342 0.5625
inception 2.6822 0.6231 2.7859 0.5898
inception 2.6467 0.6381 2.7584 0.5898
inception 2.6419 0.6045 2.7807 0.5664
inception 2.5396 0.6586 2.7419 0.5391
inception 2.4959 0.6493 2.7849 0.5117
inception 2.5433 0.5933 2.5739 0.6094
inception 2.3802 0.6549 2.6658 0.5586
inception 2.3439 0.6735 2.5100 0.5742
inception 2.2852 0.6810 2.4711 0.5781
inception 2.3001 0.6549 2.6849 0.5352
inception 2.3841 0.6063 2.4958 0.5586
inception 2.2564 0.6418 2.4240 0.5781
inception 2.1466 0.6884 2.4876 0.5547
inception 2.1795 0.6474 2.4274 0.5547
inception 2.1269 0.6474 2.4335 0.5820
inception 2.1196 0.6455 2.5448 0.4922
inception 2.0776 0.6660 2.3531 0.5742
inception
inception 2.6854 0.4160 2.2553 0.6094
inception 2.2620 0.5914 2.1865 0.6523
inception 2.0959 0.6604 2.1607 0.6328
inception 2.0854 0.6474 2.1221 0.6602
inception 1.9639 0.6810 2.1221 0.6523
inception 1.9352 0.7052 2.0821 0.6523
inception 1.9058 0.6828 2.0825 0.6523
inception 1.8469 0.7276 2.0721 0.6406
inception 1.7544 0.7873 2.0312 0.6406
inception 1.6909 0.8004 2.0105 0.6641
inception_resnet
inception_resnet
inception_resnet 5.5161 0.1866 5.4601 0.1953
inception_resnet 5.4145 0.1828 5.3555 0.2031
inception_resnet 5.3152 0.2127 5.2637 0.2070
inception_resnet 5.2262 0.1754 5.1732 0.1953
inception_resnet 5.1257 0.2034 5.0768 0.2109
inception_resnet 5.0298 0.2351 4.9964 0.2031
inception_resnet 4.9341 0.2257 4.8901 0.2188
inception_resnet 4.8377 0.2575 4.8138 0.2070
inception_resnet 4.7629 0.2612 4.7085 0.2734
inception_resnet 4.6384 0.3340 4.6077 0.3242
inception_resnet 4.5428 0.3209 4.4924 0.2734
inception_resnet 4.4229 0.3340 4.4031 0.2969
inception_resnet 4.3322 0.3265 4.3132 0.2773
inception_resnet 4.1867 0.3862 4.2169 0.3516
inception_resnet 4.0749 0.4254 4.0772 0.4180
inception_resnet 3.9823 0.4272 4.0402 0.4102
inception_resnet 3.8840 0.4627 3.8770 0.4453
inception_resnet 3.8246 0.4235 3.7964 0.4570
inception_resnet 3.7229 0.4422 3.7770 0.3945
inception_resnet 3.6733 0.4123 3.7832 0.3633
inception_resnet 3.5790 0.4664 3.5867 0.4922
inception_resnet 3.5713 0.4608 3.5353 0.4844
inception_resnet 3.4168 0.5019 3.4359 0.5312
inception_resnet 3.3326 0.5000 3.3687 0.4688
inception_resnet 3.3221 0.4720 3.4183 0.4258
inception_resnet 3.2341 0.5000 3.3007 0.4922
inception_resnet 3.1645 0.5149 3.1940 0.4805
inception_resnet 3.1167 0.5299 3.2685 0.4727
inception_resnet 3.0018 0.5522 3.0603 0.5469
inception_resnet 2.9971 0.5280 3.0554 0.5039
inception_resnet 2.9888 0.5205 3.0797 0.4766
inception_resnet 2.9417 0.5168 3.0062 0.4727
inception_resnet 2.8147 0.5560 2.9668 0.4922
inception_resnet 2.7320 0.5672 2.9579 0.4570
inception_resnet 2.7922 0.5392 2.8675 0.5195
inception_resnet 2.7010 0.5560 2.9268 0.4531
inception_resnet 2.6647 0.5690 2.7654 0.5586
inception_resnet 2.5733 0.5802 2.6674 0.5703
inception_resnet 2.5563 0.5933 2.6759 0.5781
inception_resnet 2.4590 0.6287 2.6627 0.5430
inception_resnet 2.4471 0.5970 2.7531 0.4648
inception_resnet 2.3781 0.6213 2.5397 0.6250
inception_resnet 2.3563 0.6157 2.5288 0.5391
inception_resnet 2.3577 0.6082 2.5286 0.5781
inception_resnet 2.1805 0.6679 2.6580 0.5117
inception_resnet 2.2326 0.6325 2.6698 0.4727
inception_resnet 2.2076 0.6343 2.5391 0.5430
inception_resnet 2.1050 0.6754 2.4104 0.5742
inception_resnet 2.0957 0.6642 2.4722 0.5664
inception_resnet 2.0871 0.6791 2.4811 0.5312
inception_resnet
inception_resnet 2.6905 0.4291 2.4751 0.4844
inception_resnet 2.4023 0.5205 2.4696 0.5195
inception_resnet 2.3630 0.5354 2.3337 0.5820
inception_resnet 2.2430 0.5578 2.3365 0.5742
inception_resnet 2.0516 0.6231 2.2969 0.6172
inception_resnet 2.0636 0.6511 2.2494 0.6055
inception_resnet 1.9915 0.6772 2.2201 0.6094
inception_resnet 1.9152 0.7108 2.1996 0.6211
inception_resnet 1.8064 0.7519 2.1411 0.6562
inception_resnet 1.7620 0.7575 2.1414 0.6602
resnet101
resnet101
resnet101 5.5228 0.1511 5.4646 0.1602
resnet101 5.4079 0.2146 5.3523 0.2344
resnet101 5.2940 0.2761 5.2531 0.2344
resnet101 5.1633 0.3358 5.1223 0.2773
resnet101 5.0381 0.3321 4.9680 0.3398
resnet101 4.8493 0.3787 4.8187 0.3359
resnet101 4.7063 0.4123 4.6477 0.4180
resnet101 4.5233 0.4608 4.5401 0.3672
resnet101 4.4013 0.4496 4.3886 0.4492
resnet101 4.2444 0.4832 4.2893 0.4805
resnet101 4.1439 0.5075 4.1897 0.4688
resnet101 4.0245 0.5485 4.1207 0.4727
resnet101 3.9119 0.5336 4.1478 0.4336
resnet101 3.7824 0.5560 3.9252 0.5234
resnet101 3.7149 0.5840 3.9184 0.4727
resnet101 3.5858 0.5951 3.8119 0.5312
resnet101 3.4931 0.6175 3.7451 0.5039
resnet101 3.4051 0.6269 3.6360 0.5625
resnet101 3.3048 0.6474 3.5308 0.5234
resnet101 3.2498 0.6772 3.5715 0.5352
resnet101 3.1626 0.6903 3.4417 0.5664
