cnn_layer loss acc val_loss val_acc
inception
inception
resnet101 3.0943 0.6698 3.4360 0.5547
resnet101 3.1090 0.6735 3.3417 0.5586
resnet101 3.0179 0.6884 3.4195 0.5391
resnet101 2.9570 0.6940 3.2928 0.5938
resnet101 2.8448 0.7034 3.3614 0.5039
resnet101 2.7978 0.7052 3.2118 0.5820
resnet101 2.7953 0.6940 3.1240 0.5781
resnet101 2.7550 0.6922 3.1282 0.5859
resnet101 2.7527 0.6549 3.1056 0.5352
resnet101 2.7160 0.6549 3.0985 0.5781
resnet101 2.5945 0.6903 2.9917 0.5781
resnet101 2.5593 0.6978 2.8840 0.5977
resnet101 2.5235 0.7239 2.9709 0.5430
resnet101 2.4613 0.7332 2.9430 0.5391
resnet101 2.3725 0.7313 2.9054 0.5977
resnet101 2.4081 0.6959 2.8449 0.5703
resnet101 2.3214 0.7332 2.7891 0.6016
resnet101 2.3270 0.7146 2.7674 0.5586
resnet101 2.3252 0.7034 2.6485 0.5625
resnet101 2.2262 0.7220 2.7143 0.5703
resnet101 2.1630 0.7239 2.6845 0.5820
resnet101 2.2137 0.7239 2.8626 0.4805
resnet101 2.2088 0.6828 2.6507 0.5781
resnet101 2.1626 0.7183 2.5265 0.5859
resnet101 2.0895 0.7313 2.5688 0.6016
resnet101 1.9823 0.7481 2.5907 0.5820
resnet101 1.9738 0.7295 2.5117 0.5820
resnet101 1.9177 0.7705 2.4485 0.6289
resnet101 1.8901 0.7575 2.4624 0.5469
resnet101
resnet101 3.1450 0.3769 2.4636 0.5234
resnet101 2.4763 0.5224 2.4633 0.5586
resnet101 2.2837 0.5840 2.4464 0.5664
resnet101 2.1813 0.5970 2.3930 0.6016
resnet101 2.0620 0.6642 2.3663 0.5703
resnet101 2.0852 0.6530 2.3684 0.5898
resnet101 2.0103 0.6698 2.3572 0.5938
resnet101 1.9315 0.7164 2.3146 0.5977
resnet101 1.8836 0.7332 2.2858 0.6250
resnet101 1.8634 0.7257 2.2388 0.6211
resnet152
resnet152
resnet152 5.5197 0.1493 5.4724 0.1406
resnet152 5.4123 0.1847 5.3553 0.2109
resnet152 5.2926 0.2276 5.2388 0.2148
resnet152 5.1635 0.2612 5.0859 0.2734
resnet152 5.0037 0.3004 4.9293 0.3594
resnet152 4.8264 0.3825 4.7718 0.3086
resnet152 4.6759 0.3787 4.6093 0.4297
resnet152 4.5668 0.3974 4.4888 0.4414
resnet152 4.4252 0.4459 4.3537 0.4688
resnet152 4.2802 0.5224 4.2691 0.4609
resnet152 4.1462 0.5299 4.1341 0.5117
resnet152 4.0168 0.5560 4.0101 0.5312
resnet152 3.8750 0.5709 3.9247 0.5430
resnet152 3.8031 0.5914 3.8702 0.5547
resnet152 3.6703 0.6045 3.8051 0.5273
resnet152 3.5863 0.6325 3.6469 0.6211
resnet152 3.5348 0.6306 3.6035 0.6016
resnet152 3.3915 0.6586 3.6173 0.5781
resnet152 3.3469 0.6381 3.4254 0.5977
resnet152 3.2158 0.6679 3.4494 0.5781
resnet152 3.1151 0.7090 3.3782 0.5898
resnet152 3.0684 0.6996 3.3742 0.5781
resnet152 3.1437 0.6567 3.3755 0.5391
resnet152 3.0286 0.6791 3.3386 0.5586
resnet152 2.8986 0.7052 3.1667 0.6211
resnet152 2.9455 0.6549 3.1337 0.5977
resnet152 2.8128 0.6903 3.0348 0.6094
resnet152 2.7258 0.7257 2.9327 0.6602
resnet152 2.7225 0.7015 2.9187 0.6484
resnet152 2.6451 0.7201 2.8985 0.6562
resnet152 2.5765 0.7201 2.8468 0.6406
resnet152 2.4978 0.7201 2.7720 0.6914
resnet152 2.5208 0.7295 2.7750 0.6133
resnet152 2.5096 0.7164 2.9582 0.5352
resnet152 2.4803 0.7108 2.7594 0.6016
resnet152 2.3346 0.7500 2.7445 0.6289
resnet152 2.2631 0.7575 2.6874 0.6172
resnet152 2.2996 0.7183 2.5931 0.6367
resnet152 2.1364 0.7948 2.6593 0.5781
resnet152 2.2417 0.7276 2.6237 0.5859
resnet152 2.0950 0.7743 2.5641 0.6211
resnet152 2.0475 0.7854 2.4336 0.6562
resnet152 2.0579 0.7649 2.4620 0.6641
resnet152 1.9783 0.8116 2.4303 0.6836
resnet152 1.9574 0.7799 2.4384 0.6172
resnet152 2.0063 0.7687 2.4147 0.6250
resnet152 1.9861 0.7407 2.2767 0.6562
resnet152 1.9269 0.7537 2.2338 0.6641
resnet152 1.8751 0.7612 2.2420 0.6719
resnet152 1.7842 0.8041 2.2648 0.6055
